,video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
232,VIDEO_7350207537771220256,154,195,226,0.16875,70,109,163,0.684375,41,50,64,0.146875
233,VIDEO_7348717316856712480,30,41,49,0.3909375,192,188,188,0.38941964285714287,197,75,59,0.21964285714285714
234,VIDEO_7348379737519082784,43,35,29,0.45121428571428573,167,128,76,0.35878571428571426,208,214,216,0.19
235,VIDEO_7346110636008475937,37,35,41,0.29164285714285715,163,153,150,0.36214285714285716,75,99,115,0.3462142857142857
236,VIDEO_7345543122400726305,28,26,35,0.5953571428571428,189,168,155,0.17607142857142857,44,81,145,0.22857142857142856
237,VIDEO_7344270149593091361,188,192,196,0.36728571428571427,55,58,64,0.31689285714285714,104,142,154,0.3158214285714286
238,VIDEO_7343256943923858720,101,109,120,0.45592261904761905,191,197,202,0.43970238095238096,13,19,31,0.104375
239,VIDEO_7340916267571858721,197,207,238,0.5863839285714286,34,48,63,0.1984375,129,139,162,0.21517857142857144
240,VIDEO_7338052242651598112,208,217,219,0.33898809523809526,106,136,161,0.3307738095238095,52,72,91,0.3302380952380952
241,VIDEO_7337268516128591136,104,126,164,0.405625,44,48,71,0.33299107142857143,186,196,205,0.26138392857142856
242,VIDEO_7335091592077856032,199,196,191,0.6201339285714286,31,43,55,0.16433035714285715,131,145,158,0.21553571428571427
243,VIDEO_7332835826579164449,160,170,187,0.4282142857142857,10,14,28,0.34489285714285717,61,96,127,0.22689285714285715
244,VIDEO_7331811695360363809,23,23,28,0.07160714285714286,165,173,188,0.7332589285714286,149,124,129,0.19513392857142858
245,VIDEO_7331415350828911904,193,199,206,0.4801190476190476,30,49,70,0.22172619047619047,101,131,164,0.2981547619047619
246,VIDEO_7330883086684622112,27,29,47,0.4976785714285714,217,208,204,0.3894940476190476,125,76,79,0.11282738095238096
247,VIDEO_7329423244992236832,36,29,33,0.4369642857142857,83,126,180,0.4001339285714286,177,183,199,0.1629017857142857
248,VIDEO_7328709134126206241,213,209,218,0.6202678571428571,27,85,126,0.20875,118,150,187,0.17098214285714286
249,VIDEO_7326123173311728929,52,54,70,0.16017857142857142,188,190,199,0.46799107142857144,92,112,148,0.3718303571428571
250,VIDEO_7325724813115346208,192,193,197,0.5608035714285714,67,54,63,0.22125,102,122,154,0.21794642857142857
251,VIDEO_7324696131143847201,60,18,28,0.05398809523809524,226,222,230,0.8300595238095239,142,149,166,0.11595238095238095
252,VIDEO_7324283735749266721,120,135,151,0.1543154761904762,228,227,240,0.648125,34,40,47,0.1975595238095238
253,VIDEO_7323972466445946145,204,204,216,0.8157857142857143,17,30,35,0.09417857142857143,140,144,155,0.09003571428571429
254,VIDEO_7323612868484631840,194,210,225,0.264077380952381,38,48,72,0.4130654761904762,68,132,196,0.32285714285714284
255,VIDEO_7323108113698147616,134,158,191,0.2781547619047619,28,81,117,0.3011309523809524,221,219,228,0.4207142857142857
256,VIDEO_7320909330314775840,48,52,74,0.42547619047619045,69,136,202,0.3273809523809524,197,213,226,0.24714285714285714
257,VIDEO_7320159598290226464,186,191,195,0.29625,56,105,156,0.48082142857142857,42,53,69,0.22292857142857142
258,VIDEO_7319513643534568736,154,137,100,0.3399404761904762,41,67,101,0.38089285714285714,208,201,183,0.2791666666666667
259,VIDEO_7318707614332849441,52,80,117,0.34763392857142855,211,217,221,0.30160714285714285,123,149,174,0.3507589285714286
260,VIDEO_7317664309432077600,192,198,205,0.23491071428571428,53,71,98,0.46306547619047617,107,128,152,0.3020238095238095
261,VIDEO_7317307650499251488,36,44,58,0.24941964285714285,180,199,215,0.4958482142857143,95,121,152,0.25473214285714285
262,VIDEO_7316470398261021985,44,56,73,0.23864285714285716,186,190,194,0.3011785714285714,56,106,158,0.46017857142857144
263,VIDEO_7316159323728661792,132,137,148,0.3575,29,47,59,0.11671428571428571,215,213,221,0.5257857142857143
264,VIDEO_7312076882822909217,162,188,205,0.20265306122448978,67,109,162,0.4969387755102041,90,79,67,0.3004081632653061
265,VIDEO_7311663059695570208,195,199,204,0.24648809523809523,85,117,159,0.4299404761904762,99,82,67,0.32357142857142857
266,VIDEO_7311263969220644129,179,183,197,0.49360714285714286,51,60,80,0.18925,79,114,165,0.3171428571428571
267,VIDEO_7310626433129270560,112,129,158,0.3058571428571429,56,65,85,0.3395714285714286,180,185,200,0.3545714285714286
268,VIDEO_7310258308969991457,107,122,152,0.30726190476190474,47,55,78,0.3288690476190476,176,197,225,0.3638690476190476
269,VIDEO_7309427596553489696,199,180,171,0.2390357142857143,45,54,50,0.5602857142857143,125,110,98,0.20067857142857143
270,VIDEO_7309091598472727840,105,117,146,0.48410714285714285,176,196,218,0.2641071428571429,49,52,73,0.2517857142857143
271,VIDEO_7308758430318071072,10,7,7,0.3342857142857143,185,195,198,0.4789285714285714,124,114,111,0.18678571428571428
272,VIDEO_7306585450305555745,187,193,208,0.29696428571428574,55,72,98,0.32272321428571427,106,132,168,0.3803125
273,VIDEO_7304665669872782625,120,137,159,0.5528869047619047,183,195,207,0.22895833333333335,45,73,109,0.2181547619047619
274,VIDEO_7303586993965960480,185,191,206,0.34479166666666666,57,70,100,0.2847321428571429,117,131,157,0.37047619047619046
275,VIDEO_7303174310259166497,57,66,90,0.31410714285714286,200,199,205,0.32916666666666666,128,131,148,0.3567261904761905
276,VIDEO_7302346370701118752,198,211,231,0.49404761904761907,44,49,56,0.2627380952380952,129,137,148,0.24321428571428572
277,VIDEO_7302041138670619936,102,91,94,0.21517857142857144,13,14,18,0.4121875,156,163,180,0.3726339285714286
278,VIDEO_7301229129314159904,21,30,18,0.5426071428571428,116,125,108,0.24464285714285713,61,71,52,0.21275
279,VIDEO_7300846195444927776,117,110,126,0.22916666666666666,184,187,195,0.6585714285714286,52,50,66,0.11226190476190476
280,VIDEO_7300495910595808545,32,114,137,0.23793367346938776,196,194,210,0.533954081632653,148,157,175,0.22811224489795917
281,VIDEO_7299732621825690912,130,119,124,0.47208333333333335,59,55,62,0.34375,167,175,196,0.18416666666666667
282,VIDEO_7298264093100674336,0,0,1,0.7343928571428572,149,155,164,0.15246428571428572,52,66,88,0.11314285714285714
283,VIDEO_7297134358689860896,188,207,230,0.20464285714285715,131,143,163,0.70925,49,54,60,0.08610714285714285
284,VIDEO_7296115605927644449,114,109,105,0.31325,192,190,185,0.46467857142857144,46,44,45,0.22207142857142856
285,VIDEO_7294901504752782625,190,203,227,0.2864285714285714,37,30,33,0.3676785714285714,109,138,183,0.34589285714285717
286,VIDEO_7294149539781463328,193,205,208,0.36478571428571427,23,43,40,0.4095714285714286,118,109,72,0.22564285714285715
287,VIDEO_7293176268361665824,175,169,187,0.10808035714285714,5,4,5,0.5635267857142857,87,72,90,0.32839285714285715
288,VIDEO_7292048482456587553,27,28,17,0.5433928571428571,214,219,220,0.25285714285714284,109,101,64,0.20375
289,VIDEO_7291300657355689249,41,37,46,0.1332142857142857,216,210,209,0.41595238095238096,109,132,161,0.4508333333333333
290,VIDEO_7290955653349133600,75,55,39,0.4500595238095238,155,120,64,0.4267261904761905,189,183,176,0.12321428571428572
291,VIDEO_7290457107726339360,31,56,71,0.47732142857142856,197,206,197,0.21830357142857143,96,118,137,0.304375
292,VIDEO_7289785625367153952,101,101,32,0.38192857142857145,202,206,203,0.09217857142857143,52,54,14,0.5258928571428572
293,VIDEO_7288326750243704096,108,144,169,0.48696428571428574,60,70,57,0.24184523809523809,172,201,232,0.2711904761904762
294,VIDEO_7287986771483282720,154,191,236,0.4256122448979592,94,133,159,0.3043112244897959,59,68,50,0.2700765306122449
295,VIDEO_7285256841158790433,52,117,163,0.4611071428571429,152,146,136,0.2077857142857143,45,53,53,0.3311071428571429
296,VIDEO_7284876929713442080,154,155,155,0.19517857142857142,85,104,42,0.5161904761904762,47,67,21,0.2886309523809524
297,VIDEO_7283524894585883936,65,85,55,0.3504761904761905,161,190,178,0.36083333333333334,74,155,189,0.28869047619047616
298,VIDEO_7283139399582240032,16,17,16,0.36049107142857145,121,126,104,0.3145089285714286,191,210,231,0.325
299,VIDEO_7282663509505133856,108,135,160,0.2915,196,205,214,0.49664285714285716,31,50,69,0.21185714285714285
300,VIDEO_7281279828307856673,40,36,40,0.22630952380952382,115,113,119,0.3776785714285714,166,169,175,0.3960119047619048
301,VIDEO_7280571511138782496,156,119,83,0.28422619047619047,188,185,173,0.40324404761904764,60,26,37,0.3125297619047619
302,VIDEO_7280108212878200096,225,218,206,0.3859948979591837,29,28,31,0.403265306122449,122,116,107,0.21073979591836733
303,VIDEO_7279032970286009632,127,172,192,0.16455357142857144,90,116,46,0.4533035714285714,6,14,7,0.3821428571428571
304,VIDEO_7277939332831251744,48,56,24,0.44392857142857145,218,213,197,0.08397321428571429,120,134,59,0.4720982142857143
305,VIDEO_7276041559500475680,221,244,241,0.15458333333333332,46,62,38,0.2725,112,110,78,0.5729166666666666
306,VIDEO_7274647533002034465,124,128,126,0.2805,49,55,50,0.5430714285714285,212,230,242,0.17642857142857143
307,VIDEO_7271935381937884448,152,156,96,0.3117857142857143,62,79,44,0.33839285714285716,156,195,233,0.34982142857142856
308,VIDEO_7270111755886415137,204,197,186,0.3576587301587302,63,71,90,0.5136111111111111,244,172,100,0.12873015873015872
309,VIDEO_7269759073967525153,49,65,23,0.3560357142857143,109,123,66,0.4795,191,199,173,0.1644642857142857
310,VIDEO_7265326628274752801,187,198,189,0.36791666666666667,68,73,69,0.3180357142857143,127,137,127,0.314047619047619
311,VIDEO_7264958192017362208,133,159,63,0.6049285714285715,59,65,42,0.2770714285714286,184,186,188,0.118
312,VIDEO_7264173669612670240,121,114,74,0.37514285714285717,51,55,27,0.4767857142857143,211,200,157,0.14807142857142858
313,VIDEO_7262342975752113441,149,120,105,0.26919642857142856,240,225,217,0.20316964285714287,62,44,30,0.5276339285714285
314,VIDEO_7262001980095106337,158,187,240,0.5964285714285714,51,62,45,0.2667857142857143,49,90,136,0.1367857142857143
315,VIDEO_7259455690996075803,207,212,192,0.32242857142857145,55,57,31,0.32410714285714287,129,131,98,0.35346428571428573
316,VIDEO_7259047429796908315,121,121,99,0.28620535714285716,189,173,158,0.42607142857142855,70,77,32,0.2877232142857143
317,VIDEO_7258676118033599771,45,48,22,0.4903571428571429,201,224,234,0.21767857142857142,114,115,73,0.29196428571428573
318,VIDEO_7256066819247623450,86,87,22,0.2716071428571429,155,179,204,0.4436160714285714,96,113,98,0.2847767857142857
319,VIDEO_7254561581449612571,55,64,69,0.4091666666666667,102,118,136,0.2976785714285714,147,171,200,0.2931547619047619
320,VIDEO_7253425216984976667,58,64,82,0.3334285714285714,158,156,156,0.6110357142857142,219,209,214,0.055535714285714285
321,VIDEO_7252685251112176922,71,91,91,0.2744642857142857,220,210,196,0.30278571428571427,148,155,147,0.42275
322,VIDEO_7246768104922008858,143,136,130,0.30310714285714285,91,64,35,0.47635714285714287,230,222,201,0.22053571428571428
323,VIDEO_7245708272181759258,180,208,231,0.14263392857142856,49,66,65,0.42191964285714284,110,141,177,0.43544642857142857
324,VIDEO_7245239505911893274,42,98,130,0.3028571428571429,183,201,226,0.39883928571428573,48,56,10,0.29830357142857145
325,VIDEO_7244550731141844251,175,186,200,0.2240561224489796,72,84,40,0.2939030612244898,113,131,152,0.4820408163265306
326,VIDEO_7242719682128530714,59,60,49,0.3125,202,206,197,0.2588214285714286,108,120,97,0.4286785714285714
327,VIDEO_7242348894435167514,98,114,146,0.38666666666666666,186,181,180,0.2987202380952381,53,52,56,0.3146130952380952
328,VIDEO_7241956873698577691,126,132,80,0.3618154761904762,171,188,201,0.2680952380952381,56,61,30,0.37008928571428573
329,VIDEO_7241209133540609307,125,116,91,0.3472767857142857,150,168,197,0.38986607142857144,52,42,39,0.26285714285714284
330,VIDEO_7239735340737498395,64,67,11,0.38925,141,178,226,0.32257142857142856,67,94,126,0.28817857142857145
331,VIDEO_7239344688006728986,164,158,149,0.28776785714285713,61,48,44,0.3394345238095238,120,107,90,0.37279761904761904
332,VIDEO_7238235896724704538,106,95,85,0.47827380952380955,43,30,29,0.3406547619047619,208,205,202,0.18107142857142858
333,VIDEO_7237872414581935386,110,117,129,0.26363095238095235,47,44,56,0.5273809523809524,171,204,216,0.20898809523809525
334,VIDEO_7237511650532773146,93,133,181,0.46327380952380953,38,56,72,0.3395238095238095,185,206,224,0.19720238095238096
335,VIDEO_7237120496020573467,52,85,130,0.37129464285714286,188,191,198,0.4361607142857143,60,39,34,0.19254464285714284
336,VIDEO_7236760874646637851,93,104,105,0.24691964285714285,180,199,212,0.1603125,40,45,46,0.5927678571428572
337,VIDEO_7236382869650689306,199,207,227,0.28693452380952383,35,41,17,0.33538690476190475,60,91,121,0.3776785714285714
338,VIDEO_7236043111128894747,240,240,236,0.38867857142857143,35,38,47,0.36460714285714285,135,132,138,0.24671428571428572
339,VIDEO_7235651777805290778,91,110,104,0.36910714285714286,47,60,30,0.3950714285714286,184,187,176,0.23582142857142857
340,VIDEO_7235266120414924058,162,179,200,0.26458333333333334,55,58,55,0.35583333333333333,116,116,118,0.37958333333333333
341,VIDEO_7234782434531839258,39,38,23,0.431875,138,139,137,0.18870535714285713,82,87,76,0.37941964285714286
342,VIDEO_7233784589523717402,165,97,24,0.20767857142857143,21,22,12,0.42414285714285715,110,75,13,0.3681785714285714
343,VIDEO_7233472157588753691,179,190,205,0.43807142857142856,49,44,46,0.23264285714285715,132,128,124,0.3292857142857143
344,VIDEO_7233097610821700890,106,106,102,0.2767410714285714,63,55,46,0.7082142857142857,249,249,249,0.015044642857142857
345,VIDEO_7230327665918512411,189,187,177,0.15683035714285715,81,124,184,0.5754910714285715,59,62,66,0.26767857142857143
346,VIDEO_7229342870518385946,68,83,29,0.5903571428571428,171,164,39,0.24629464285714286,166,179,192,0.16334821428571428
347,VIDEO_7228975701066550554,78,77,28,0.4045357142857143,164,173,174,0.44639285714285715,101,103,109,0.14907142857142858
348,VIDEO_7227881339125583131,25,27,15,0.3095833333333333,190,188,190,0.43523809523809526,95,96,107,0.2551785714285714
349,VIDEO_7227547227005209882,20,10,6,0.772797619047619,118,71,32,0.16625,206,182,118,0.06095238095238095
350,VIDEO_7227138868447923482,111,102,83,0.4189880952380952,39,34,28,0.49166666666666664,220,211,183,0.08934523809523809
351,VIDEO_7226734943869750555,102,138,35,0.59125,152,202,227,0.175,48,58,62,0.23375
352,VIDEO_7226428593075752218,158,109,31,0.31089285714285714,61,32,12,0.4579464285714286,231,173,128,0.23116071428571427
353,VIDEO_7226043488738069787,181,185,187,0.40726190476190477,85,61,35,0.4195238095238095,143,120,114,0.1732142857142857
354,VIDEO_7225632323146943771,160,180,198,0.41135714285714287,107,117,82,0.2988571428571429,43,46,37,0.2897857142857143
355,VIDEO_7225296808900152603,88,92,56,0.44407142857142856,241,240,232,0.23807142857142857,155,149,135,0.31785714285714284
356,VIDEO_7224934115089370395,193,184,178,0.38325892857142857,108,100,104,0.28183035714285715,44,44,33,0.3349107142857143
357,VIDEO_7223080468101483781,73,108,131,0.3627232142857143,172,199,214,0.24196428571428572,24,40,56,0.3953125
358,VIDEO_7221875155184733445,24,39,40,0.501,94,108,151,0.2827142857142857,163,169,195,0.21628571428571428
359,VIDEO_7221552853356236037,88,82,95,0.2644047619047619,165,163,165,0.5847023809523809,39,32,39,0.15089285714285713
360,VIDEO_7219686321739123974,150,183,210,0.38877551020408163,95,110,131,0.32961734693877554,212,223,228,0.28160714285714283
361,VIDEO_7218857185764216069,130,127,131,0.4643452380952381,38,48,67,0.3207738095238095,88,93,105,0.2148809523809524
362,VIDEO_7218493650160897306,232,202,208,0.37125,33,28,41,0.1800595238095238,149,172,227,0.4486904761904762
363,VIDEO_7218219061707033882,147,146,149,0.5389732142857143,59,67,84,0.17915178571428572,21,21,23,0.281875
364,VIDEO_7215656408069442822,130,116,118,0.0253125,213,210,205,0.6955803571428572,34,32,32,0.27910714285714283
365,VIDEO_7215124561799449861,170,162,155,0.12276785714285714,246,245,245,0.5688839285714286,39,41,50,0.3083482142857143
366,VIDEO_7214767845383900421,22,29,19,0.341875,179,175,175,0.3774702380952381,118,137,142,0.2806547619047619
367,VIDEO_7213655175318211845,37,67,115,0.3933035714285714,191,195,209,0.27267857142857144,79,108,154,0.33401785714285714
368,VIDEO_7213453348270378246,167,147,145,0.2745238095238095,43,40,43,0.33363095238095236,106,96,94,0.3918452380952381
369,VIDEO_7213053350290459910,41,58,78,0.26142857142857145,118,134,143,0.24648809523809523,198,201,202,0.4920833333333333
370,VIDEO_7211932492914298118,80,124,168,0.2833630952380952,196,201,207,0.4822619047619048,41,74,114,0.234375
371,VIDEO_7211431817205878021,230,228,223,0.19242857142857142,184,167,153,0.47932142857142856,71,68,78,0.32825
372,VIDEO_7211130311667715334,115,105,99,0.3054017857142857,49,44,43,0.37986607142857143,167,182,206,0.31473214285714285
373,VIDEO_7210434710646836485,28,21,38,0.4305952380952381,187,176,171,0.26,134,129,129,0.3094047619047619
374,VIDEO_7209925340557348101,6,7,7,0.5294642857142857,216,218,223,0.27084821428571426,127,117,115,0.1996875
375,VIDEO_7208839545989762309,209,215,227,0.3068571428571429,75,83,102,0.3475357142857143,138,150,174,0.34560714285714284
376,VIDEO_7208539932422425861,86,122,173,0.6461904761904762,32,33,40,0.26785714285714285,208,204,206,0.08595238095238095
377,VIDEO_7207350500419702022,209,191,178,0.35085714285714287,40,34,36,0.3384285714285714,106,105,110,0.3107142857142857
378,VIDEO_7204907848449527045,164,174,192,0.2582738095238095,37,41,58,0.2305952380952381,82,113,162,0.5111309523809524
379,VIDEO_7203810617180933382,44,49,63,0.19973214285714286,104,103,110,0.6679464285714286,120,168,233,0.13232142857142856
380,VIDEO_7203048812351327494,193,193,192,0.08200892857142857,7,3,2,0.6119196428571428,99,74,42,0.30607142857142855
381,VIDEO_7202313398300724485,152,156,164,0.7364880952380952,97,112,133,0.25523809523809526,11,10,13,0.008273809523809524
382,VIDEO_7201579247616494853,9,9,14,0.26125,188,190,192,0.46810714285714283,79,104,135,0.27064285714285713
383,VIDEO_7198831282984324358,99,117,140,0.3445,32,47,68,0.21425,163,164,167,0.44125
384,VIDEO_7198189694750838022,57,37,34,0.2896173469387755,198,208,218,0.5184693877551021,142,110,114,0.19191326530612246
385,VIDEO_7197445468585037062,207,216,229,0.5416071428571428,61,121,163,0.24994047619047619,102,61,52,0.20845238095238094
386,VIDEO_7196711667420384517,55,113,182,0.44638392857142856,178,180,187,0.1578125,24,65,104,0.3958035714285714
387,VIDEO_7195937456271691014,138,126,122,0.41791666666666666,59,47,47,0.33324404761904763,210,180,150,0.2488392857142857
388,VIDEO_7195215450970606853,115,154,184,0.47714285714285715,71,99,129,0.2113392857142857,176,189,199,0.3115178571428571
389,VIDEO_7192298503878577413,91,127,174,0.26504464285714285,37,38,41,0.2794642857142857,212,211,217,0.4554910714285714
390,VIDEO_7191848035784117510,210,189,164,0.294,63,49,54,0.3016785714285714,139,135,146,0.40432142857142855
391,VIDEO_7188587993752702213,101,111,128,0.3462142857142857,35,44,41,0.37389285714285714,186,193,199,0.27989285714285717
392,VIDEO_7184844462525287685,206,2,22,0.04619047619047619,196,197,179,0.08702380952380952,44,54,67,0.8667857142857143
393,VIDEO_7184090635018784005,52,73,105,0.19307142857142856,202,205,205,0.51675,116,137,164,0.29017857142857145
394,VIDEO_7183009043407965445,80,112,122,0.5760714285714286,201,189,167,0.11799107142857143,80,73,32,0.3059375
395,VIDEO_7181547992061676805,176,176,176,0.25107142857142856,55,59,67,0.4326190476190476,104,110,120,0.3163095238095238
396,VIDEO_7179688144382512390,28,30,37,0.41660714285714284,182,188,197,0.34214285714285714,102,114,135,0.24125
397,VIDEO_7177655896699325702,217,211,217,0.638545918367347,71,113,135,0.19239795918367347,25,53,69,0.16905612244897958
398,VIDEO_7176917454893911301,111,139,173,0.28869047619047616,190,198,206,0.5060714285714286,44,67,101,0.20523809523809525
399,VIDEO_7172555111879757062,18,3,7,0.6025,182,116,100,0.11426020408163265,105,52,47,0.28323979591836734
400,VIDEO_7164772525006720262,168,185,209,0.34385714285714286,48,40,43,0.3234642857142857,127,134,143,0.33267857142857143
401,VIDEO_7143162692004482310,176,188,211,0.29639880952380954,43,67,58,0.3383333333333333,110,129,149,0.36526785714285714
402,VIDEO_7137227107456879877,75,77,81,0.19325892857142857,195,198,210,0.3819642857142857,137,140,153,0.42477678571428573
403,VIDEO_7135716231218318597,29,36,22,0.37775,193,197,196,0.3588928571428571,79,84,74,0.26335714285714285
404,VIDEO_7133481707449142533,194,206,213,0.44279761904761905,69,91,34,0.3433333333333333,120,136,85,0.21386904761904763
405,VIDEO_7130906655885102341,193,192,179,0.25083333333333335,131,141,113,0.5275595238095238,52,57,52,0.22160714285714286
406,VIDEO_7130612533437762821,138,114,79,0.31526785714285716,198,195,179,0.3417410714285714,79,63,34,0.34299107142857144
407,VIDEO_7129505006046170373,96,121,153,0.36345238095238097,171,187,204,0.3642261904761905,36,47,50,0.27232142857142855
408,VIDEO_7127182082568113413,122,131,136,0.2954017857142857,188,190,190,0.3892857142857143,49,58,61,0.3153125
409,VIDEO_7116439198285958405,119,121,81,0.3310969387755102,186,183,167,0.37594387755102043,53,46,27,0.2929591836734694
410,VIDEO_7113851055355596038,64,73,57,0.31523809523809526,120,154,191,0.4444345238095238,133,132,62,0.24032738095238096
411,VIDEO_7112440653350571269,125,140,92,0.32776785714285717,50,65,47,0.2825,135,167,203,0.38973214285714286
412,VIDEO_7108997263912979717,66,92,54,0.4592410714285714,178,190,191,0.13013392857142858,136,161,62,0.410625
413,VIDEO_7104552926231743749,120,136,161,0.3417142857142857,215,220,223,0.2004642857142857,72,85,47,0.45782142857142855
414,VIDEO_7103816728982916357,1,2,0,0.26191964285714286,148,159,171,0.4191964285714286,102,104,33,0.31888392857142855
415,VIDEO_7101649191662882053,126,150,188,0.33916666666666667,64,80,51,0.4995833333333333,189,207,227,0.16125
416,VIDEO_7100934148864494854,130,147,50,0.3016964285714286,132,170,213,0.374375,61,83,20,0.32392857142857145
417,VIDEO_7098701138203069702,185,185,184,0.37875,75,88,38,0.24885714285714286,81,112,160,0.37239285714285714
418,VIDEO_7095721528142155014,121,95,107,0.30583333333333335,197,189,189,0.3943452380952381,23,22,22,0.29982142857142857
419,VIDEO_7088619536202648837,104,127,153,0.2732142857142857,152,183,214,0.3535357142857143,48,63,81,0.37325
420,VIDEO_7078227199463066886,96,151,181,0.14616071428571428,31,92,135,0.3265625,206,205,212,0.5272767857142857
421,VIDEO_7077571361660521733,34,44,56,0.12792857142857142,224,217,224,0.6017857142857143,168,161,171,0.2702857142857143
422,VIDEO_7070162555695615237,147,124,111,0.3497619047619048,208,209,207,0.4299107142857143,49,35,30,0.22032738095238094
423,VIDEO_7068640088774741254,113,114,118,0.42502551020408164,185,199,220,0.4738775510204082,31,31,41,0.10109693877551021
424,VIDEO_7067063225736580357,36,31,40,0.25414285714285717,197,172,163,0.3627142857142857,112,111,125,0.3831428571428571
425,VIDEO_7059301793574046982,67,126,190,0.620625,31,40,52,0.11401785714285714,149,194,235,0.26535714285714285
426,VIDEO_7041273346830454022,115,152,184,0.3899553571428571,60,78,99,0.2858482142857143,184,201,209,0.32419642857142855
427,VIDEO_7040300833019415813,120,104,107,0.45613095238095236,70,69,60,0.2638095238095238,164,162,160,0.2800595238095238
428,VIDEO_7036035511869246725,43,37,37,0.2367142857142857,200,165,158,0.32153571428571426,105,107,113,0.44175
429,VIDEO_7013121880366255365,107,111,84,0.23857142857142857,163,169,175,0.5358035714285714,46,53,24,0.225625
430,VIDEO_6969101040918465798,210,219,236,0.18703571428571428,56,73,53,0.60175,58,143,193,0.21121428571428572
431,VIDEO_7532594185912847638,121,132,125,0.53625,184,204,223,0.2516964285714286,57,62,54,0.21205357142857142
432,VIDEO_7524347836541046038,68,74,47,0.32107142857142856,158,175,200,0.40330357142857143,135,131,76,0.275625
433,VIDEO_7518292077080268054,123,141,93,0.41066964285714286,166,189,211,0.2736160714285714,75,92,51,0.3157142857142857
434,VIDEO_7508716246301510914,203,202,204,0.2171875,34,38,34,0.2188392857142857,121,129,99,0.5639732142857142
435,VIDEO_7506795063012232470,38,49,39,0.389,176,184,184,0.14285714285714285,110,122,72,0.46814285714285714
436,VIDEO_7506217095441435926,121,133,114,0.40745535714285713,72,80,57,0.3438839285714286,170,182,191,0.2486607142857143
437,VIDEO_7505058159258504470,189,207,216,0.2528061224489796,65,81,49,0.4994387755102041,119,129,116,0.24775510204081633
438,VIDEO_7502082897935928598,87,107,87,0.29770833333333335,7,14,13,0.4722321428571429,173,195,210,0.2300595238095238
439,VIDEO_7500926454671232278,183,166,137,0.4160714285714286,131,117,89,0.4384523809523809,56,52,33,0.14547619047619048
440,VIDEO_7495455289882184982,72,46,40,0.5219642857142858,229,205,174,0.08392857142857142,169,115,95,0.3941071428571429
441,VIDEO_7490268698918309142,55,66,82,0.2654285714285714,198,198,200,0.37242857142857144,124,130,139,0.36214285714285716
442,VIDEO_7486391346727537942,8,9,12,0.48332142857142857,202,202,205,0.2950357142857143,111,104,96,0.22164285714285714
443,VIDEO_7479158367873748246,115,136,161,0.1844345238095238,199,205,209,0.4982440476190476,42,58,82,0.3173214285714286
444,VIDEO_7478407463675481366,22,35,53,0.20814285714285713,113,167,218,0.5591785714285714,70,98,137,0.23267857142857143
445,VIDEO_7472755159945252118,74,105,146,0.15985714285714286,184,194,205,0.5948571428571429,30,58,98,0.24528571428571427
446,VIDEO_7467247804717550870,134,149,183,0.43342261904761903,47,83,151,0.40970238095238093,201,206,227,0.156875
447,VIDEO_7459483581803482390,222,197,174,0.18148809523809523,86,85,93,0.5360714285714285,233,140,101,0.2824404761904762
448,VIDEO_7457155091238259990,190,194,205,0.31589285714285714,116,126,150,0.49975,45,44,41,0.18435714285714286
449,VIDEO_7455422115802565910,73,25,39,0.18601190476190477,7,2,4,0.6612202380952381,163,55,89,0.15276785714285715
450,VIDEO_7450928915159190806,143,160,183,0.4317857142857143,72,86,109,0.3680357142857143,206,210,209,0.20017857142857143
451,VIDEO_7448354400998853910,186,175,156,0.28964285714285715,59,57,63,0.2953571428571429,110,114,125,0.415
452,VIDEO_7447200750096223510,57,81,114,0.32675,200,198,193,0.3237857142857143,123,134,151,0.3494642857142857
453,VIDEO_7446429495948594454,133,149,176,0.24925,72,103,146,0.21982142857142858,202,202,205,0.5309285714285714
454,VIDEO_7444926040855661846,166,186,211,0.4186309523809524,91,117,154,0.4710714285714286,48,60,76,0.11029761904761905
455,VIDEO_7443866656956255510,120,139,155,0.3563392857142857,23,27,33,0.1822767857142857,84,102,120,0.46138392857142857
456,VIDEO_7440567441777757472,89,110,139,0.3469387755102041,54,75,107,0.48604591836734695,174,168,166,0.16701530612244897
457,VIDEO_7439661735742557472,108,122,139,0.35915816326530614,175,183,189,0.5026020408163265,57,64,71,0.13823979591836735
458,VIDEO_7439269165111725345,196,208,223,0.8020535714285715,41,47,57,0.0615625,124,126,137,0.13638392857142856
459,VIDEO_7436892906801073441,191,175,164,0.2278125,110,82,61,0.3502232142857143,27,23,22,0.42196428571428574
460,VIDEO_7421851827794152737,131,135,134,0.2819642857142857,210,218,222,0.4446875,52,53,53,0.27334821428571426
461,VIDEO_7418157210896698657,3,5,5,0.49642857142857144,148,184,209,0.19630952380952382,73,103,115,0.30726190476190474
462,VIDEO_7269755991049260320,101,106,103,0.2648809523809524,204,216,230,0.49273809523809525,42,44,43,0.2423809523809524
463,VIDEO_7253058884762537242,59,64,49,0.34339285714285717,201,204,202,0.2976488095238095,129,133,114,0.3589583333333333
464,VIDEO_7252274964206832923,63,37,35,0.2923660714285714,170,171,170,0.3084375,116,104,96,0.39919642857142856
465,VIDEO_7250832194392886554,124,125,113,0.42125,197,200,199,0.20314285714285715,60,53,53,0.37560714285714286
