,video_id,nb_textbloc
776,VIDEO_7350310562586283297,1
777,VIDEO_7343666836812123424,0
778,VIDEO_7332509276432289057,3
779,VIDEO_7325862287540096289,0
780,VIDEO_7324725007391804705,0
781,VIDEO_7309107806202842400,2
782,VIDEO_7306559173217488160,0
783,VIDEO_7261996739446590753,1
784,VIDEO_7260814503728696602,0
785,VIDEO_7254588789559938330,0
786,VIDEO_7606001119243881750,0
787,VIDEO_7604886753471761686,2
788,VIDEO_7601164093910715670,1
789,VIDEO_7587442936376233238,3
790,VIDEO_7578256886286322966,0
791,VIDEO_7566676756199951638,2
792,VIDEO_7560707094018542870,0
793,VIDEO_7545046455229205782,0
794,VIDEO_7529427220335496450,0
795,VIDEO_7516624091097337110,0
796,VIDEO_7504627479449963798,2
797,VIDEO_7494230009050139926,0
798,VIDEO_7491322585624349974,8
799,VIDEO_7486129539827928342,10
800,VIDEO_7485773090555956503,2
801,VIDEO_7484928854029634838,0
802,VIDEO_7481596789448117526,0
803,VIDEO_7478735064881237270,3
804,VIDEO_7348766265927814432,2
805,VIDEO_7346541062267079968,0
806,VIDEO_7343923844316548384,0
807,VIDEO_7303884823578397984,1
808,VIDEO_7291237498506743072,0
809,VIDEO_7263733416292617505,3
810,VIDEO_7256464845132827931,5
811,VIDEO_7219294434465238298,2
812,VIDEO_7217888414631283995,4
813,VIDEO_7215515219164990746,1
814,VIDEO_7212344637523283205,2
815,VIDEO_7211165738957163782,4
816,VIDEO_7207862806899592453,3
817,VIDEO_7206682386531110149,4
818,VIDEO_7206680972555750661,1
819,VIDEO_7040810874281479430,2
820,VIDEO_7039252769894616326,3
821,VIDEO_7039005707844308229,2
822,VIDEO_7038707297396198661,1
823,VIDEO_7036326405155638533,2
824,VIDEO_7033466696245497093,10
825,VIDEO_7026774067223055621,2
826,VIDEO_7022596866374192390,1
827,VIDEO_7007863408129215749,0
828,VIDEO_7004414493086240006,0
829,VIDEO_6821547365887905030,0
830,VIDEO_6814175723704683782,0
831,VIDEO_7584519298459176214,1
832,VIDEO_7579293926796922134,0
833,VIDEO_7540185950714875158,0
834,VIDEO_7533680078866238742,0
835,VIDEO_7529820615637847318,0
836,VIDEO_7517676181366295830,1
837,VIDEO_7490984274049469718,0
838,VIDEO_7490119511731965206,0
839,VIDEO_7481977420220779798,1
840,VIDEO_7479081271746989334,0
841,VIDEO_7478417820376812822,2
842,VIDEO_7475816575975623958,0
843,VIDEO_7471349532496842006,0
844,VIDEO_7471348371962334486,0
845,VIDEO_7470212560399109398,0
846,VIDEO_7468313844230704406,0
847,VIDEO_7438966885879696662,0
848,VIDEO_7418133778406657313,1
849,VIDEO_7415589341981986080,11
850,VIDEO_7415541670361500961,0
851,VIDEO_7414059508630031648,2
852,VIDEO_7413699830469397793,0
853,VIDEO_7413269884840267040,4
854,VIDEO_7412939421089090849,0
855,VIDEO_7410359060681297184,3
856,VIDEO_7400784701633416481,2
857,VIDEO_7379167807679761697,3
858,VIDEO_7353226118662589728,2
859,VIDEO_7344802060019256609,3
860,VIDEO_7326857703958105376,0
861,VIDEO_7324421973612825889,0
862,VIDEO_7315824288173493536,0
863,VIDEO_7296417264591441185,1
864,VIDEO_7296124478130572577,2
865,VIDEO_7296075013734616353,3
866,VIDEO_7295785443528920352,2
867,VIDEO_7294200756586958113,3
868,VIDEO_7288261263757446433,2
869,VIDEO_7278716528839626016,1
870,VIDEO_7255981234374069530,3
871,VIDEO_7246825881904139546,0
872,VIDEO_7238904736253054234,0
873,VIDEO_7219646733901450502,0
874,VIDEO_7214862934139260166,2
875,VIDEO_7214113271018753285,7
876,VIDEO_7213795540574735621,6
877,VIDEO_7210834532591963398,4
878,VIDEO_7208933349933452550,7
879,VIDEO_7208551637869268230,3
880,VIDEO_7203684040606633222,8
881,VIDEO_7183332234605268250,5
882,VIDEO_7175881254233967878,0
883,VIDEO_7171408287785782533,12
884,VIDEO_7168426884852747526,0
885,VIDEO_7158057918431120645,3
886,VIDEO_7146624079615790341,23
887,VIDEO_7123931386964184326,12
888,VIDEO_7120944943270530309,3
889,VIDEO_7116158724288400645,0
890,VIDEO_7081711774084484358,1
891,VIDEO_7079095510904229126,0
892,VIDEO_7073916316566031622,1
893,VIDEO_7065372841423801605,1
894,VIDEO_7064507087086161157,0
895,VIDEO_7060539961459641605,0
896,VIDEO_7050043192732912901,0
897,VIDEO_7042694987141745926,0
898,VIDEO_7012661937477537030,0
899,VIDEO_6994839726846971142,4
900,VIDEO_6979673025503366405,0
901,VIDEO_6963263758630194437,2
902,VIDEO_6958424996964355334,0
903,VIDEO_6922868220890254597,8
904,VIDEO_6899015791086210306,0
905,VIDEO_6896055761982639362,5
906,VIDEO_6895747396404284674,5
907,VIDEO_6895292772857826562,7
908,VIDEO_6887883845954178305,2
909,VIDEO_6883876793380572417,3
910,VIDEO_6883389583271185666,0
911,VIDEO_6876369843591941377,2
912,VIDEO_6869621825035357441,0
913,VIDEO_6864806467329903878,0
914,VIDEO_6834056379355991301,0
915,VIDEO_6798648871401819398,0
916,VIDEO_6798641094109269253,0
917,VIDEO_7551820830615899414,0
918,VIDEO_7330293520395275553,0
919,VIDEO_7323224822169750816,0
920,VIDEO_7309113734360780064,0
921,VIDEO_7307663369090207009,0
922,VIDEO_7306870694137187616,0
923,VIDEO_7306460792310877472,0
924,VIDEO_7305781724238105889,4
925,VIDEO_7299777182828645664,2
926,VIDEO_7297256040544931105,0
927,VIDEO_7279078872455384352,0
928,VIDEO_7272402191233584417,1
929,VIDEO_7265677943228075296,6
930,VIDEO_7265242959048723745,2
931,VIDEO_7264519435086466336,0
932,VIDEO_7262363967157226785,1
933,VIDEO_7261965250864467232,0
934,VIDEO_7260420548553887002,0
935,VIDEO_7225641498249891099,7
936,VIDEO_7225245362678762779,0
937,VIDEO_7224177146263063835,1
938,VIDEO_7221550036172213509,14
939,VIDEO_7214886818368490758,0
940,VIDEO_7213794863630912773,6
941,VIDEO_7210067304095173893,0
942,VIDEO_7209259784263060742,5
943,VIDEO_7208590550348434694,8
944,VIDEO_7204870147855748357,0
945,VIDEO_7200418269629582597,0
946,VIDEO_7197448084119506182,0
947,VIDEO_7197086542479854854,1
948,VIDEO_7195607365813636357,0
949,VIDEO_7193751547749223685,0
950,VIDEO_7192254185969044742,0
951,VIDEO_7191515883330669830,1
952,VIDEO_7189927984172666118,0
953,VIDEO_7185200340310969605,0
954,VIDEO_7184831364422814981,0
955,VIDEO_7184457014217657606,0
956,VIDEO_7174022295978003717,1
957,VIDEO_7161523791154236677,0
958,VIDEO_7130169267454070021,0
959,VIDEO_7125392158063955205,0
960,VIDEO_7113472331917298949,2
961,VIDEO_7078216427131473157,0
962,VIDEO_7070486062182731013,0
963,VIDEO_7050156581652106502,3
964,VIDEO_6927547229486058757,0
965,VIDEO_6913929490305420545,0
966,VIDEO_6896455617523813633,1
967,VIDEO_6894530886105042178,2
968,VIDEO_6886076315288554754,3
969,VIDEO_6885984385670122753,2
970,VIDEO_6885735124013550850,2
971,VIDEO_6880792115329142018,4
972,VIDEO_6880117942432959746,2
973,VIDEO_6875699019520298242,2
974,VIDEO_6875610422578351362,0
975,VIDEO_6860766213992090886,1
976,VIDEO_6834420537545084166,2
977,VIDEO_6825975879940820230,0
978,VIDEO_6750983141873224966,0
979,VIDEO_6739804771013774597,0
980,VIDEO_7606360801234013462,2
981,VIDEO_7603412461068291350,1
982,VIDEO_7602968538319539478,0
983,VIDEO_7594911702613773590,3
984,VIDEO_7593727684606168342,8
985,VIDEO_7593661214027156758,5
986,VIDEO_7593403675297467651,0
987,VIDEO_7592281951206133014,51
988,VIDEO_7592263862284586263,4
989,VIDEO_7590184087122660630,1
990,VIDEO_7587134900852100374,1
991,VIDEO_7587070120556580118,3
992,VIDEO_7584105481719844118,2
993,VIDEO_7583420207629225238,3
994,VIDEO_7581507576219618582,1
995,VIDEO_7580065942730738966,8
996,VIDEO_7579287270092459286,0
997,VIDEO_7577374333048196374,0
998,VIDEO_7577096797580053782,0
999,VIDEO_7577088828171734294,1
1000,VIDEO_7575170897451945238,2
1001,VIDEO_7575105754374458646,4
1002,VIDEO_7574759080368114966,7
1003,VIDEO_7572605667299708182,14
1004,VIDEO_7571893908754451734,1
1005,VIDEO_7571134268403895574,5
1006,VIDEO_7566941841996647702,15
1007,VIDEO_7566313596351778070,0
1008,VIDEO_7565953021411216662,11
1009,VIDEO_7564069366606679318,1
1010,VIDEO_7494193739187916054,1
1011,VIDEO_7493955664008498454,2
1012,VIDEO_7493248933460741378,4
1013,VIDEO_7485818484723567894,6
1014,VIDEO_7484305196332436758,0
1015,VIDEO_7483220883759303959,4
1016,VIDEO_7482898265906646294,3
1017,VIDEO_7480938335133863190,2
1018,VIDEO_7480244111207976214,0
1019,VIDEO_7476157177149803798,2
1020,VIDEO_7463500754318347542,1
1021,VIDEO_7459503727737687318,2
1022,VIDEO_7458336545490193686,0
1023,VIDEO_7451599218545970454,3
1024,VIDEO_7429021024517229857,2
1025,VIDEO_7421927684965502240,4
1026,VIDEO_7421838132624002336,0
1027,VIDEO_7418230327207939360,0
1028,VIDEO_7348413567797841185,1
1029,VIDEO_7345515480288922912,0
1030,VIDEO_7345144791094660384,3
1031,VIDEO_7342536344561896737,1
1032,VIDEO_7340684346040290593,3
1033,VIDEO_7338070752501026081,2
1034,VIDEO_7329560864518901024,4
1035,VIDEO_7327333280297127201,4
1036,VIDEO_7324741085438397729,7
1037,VIDEO_7319902152686718241,9
1038,VIDEO_7312851563037330721,3
1039,VIDEO_7302473271067397409,0
1040,VIDEO_7301350531325365537,0
1041,VIDEO_7298393830204640545,0
1042,VIDEO_7296889866002910497,1
1043,VIDEO_7296154996683410720,2
1044,VIDEO_7294659855434911008,1
1045,VIDEO_7294284376454532384,2
1046,VIDEO_7293541624359996704,4
1047,VIDEO_7293173989143366945,0
1048,VIDEO_7291678102948810016,2
1049,VIDEO_7290947930108857633,4
1050,VIDEO_7287983702959869217,2
1051,VIDEO_7286863155026808096,1
1052,VIDEO_7278768931857354016,0
1053,VIDEO_7264884699636469025,0
1054,VIDEO_7262465807949647136,7
1055,VIDEO_7239729661788359962,5
1056,VIDEO_7228976565445512475,1
1057,VIDEO_7221177538855423258,1
1058,VIDEO_7216365794093976838,8
1059,VIDEO_7215252214514715909,3
1060,VIDEO_7210817231368785158,0
1061,VIDEO_7210074063765638406,9
1062,VIDEO_7208952610336820485,0
1063,VIDEO_7207842110316268805,3
1064,VIDEO_7204874673367125254,0
1065,VIDEO_7204395621468392709,13
1066,VIDEO_7203763760538897669,0
1067,VIDEO_7203019203857665286,4
1068,VIDEO_7202277032938540294,0
1069,VIDEO_7199677935949778181,5
1070,VIDEO_7198558888940113158,4
1071,VIDEO_7198194674354457861,0
1072,VIDEO_7197080264625966341,0
1073,VIDEO_7194859372227480838,1
1074,VIDEO_7192617192850984198,2
1075,VIDEO_7190456972418862342,2
1076,VIDEO_7188189006851575046,0
1077,VIDEO_7187436390131453190,1
1078,VIDEO_7184459390143974662,0
1079,VIDEO_7183477138249485594,0
1080,VIDEO_7182978974253944069,4
1081,VIDEO_7177417414542429445,1
1082,VIDEO_7173695147639655686,4
1083,VIDEO_7172507378498260229,0
1084,VIDEO_7170730138965970181,2
1085,VIDEO_7168935772777614597,0
1086,VIDEO_7165165100075093253,0
1087,VIDEO_7162123924233358598,3
1088,VIDEO_7150676745937587462,6
1089,VIDEO_7145110811000835333,0
1090,VIDEO_7142874586755976454,2
1091,VIDEO_7141029212244233478,3
1092,VIDEO_7125076892729756933,4
1093,VIDEO_7122480993948159238,2
1094,VIDEO_7095777172513721605,3
1095,VIDEO_7094187420819803398,1
1096,VIDEO_7093581650163944709,2
1097,VIDEO_7090931568486763781,1
1098,VIDEO_7083155569812589829,1
1099,VIDEO_7082286078417259782,0
1100,VIDEO_7078325137698770181,3
1101,VIDEO_7076526059344104709,0
1102,VIDEO_7075734573933530373,4
1103,VIDEO_7073511726888635653,1
1104,VIDEO_7073146702995279110,1
1105,VIDEO_7069799098576112901,7
1106,VIDEO_7068682786437139718,0
1107,VIDEO_7068298283386506502,4
1108,VIDEO_7065713702833638662,1
1109,VIDEO_7063127157068844294,3
1110,VIDEO_7062740749992971526,9
1111,VIDEO_7061974363939261701,0
1112,VIDEO_7059302103713402117,0
1113,VIDEO_7058313871718714629,0
1114,VIDEO_7057548200625917190,0
1115,VIDEO_7057200753470950661,0
1116,VIDEO_7055610539749199109,0
1117,VIDEO_7054582233989958917,0
1118,VIDEO_7054222416247000325,0
1119,VIDEO_7051571825989422342,0
1120,VIDEO_7046370407758286085,0
1121,VIDEO_7043834307458141446,0
1122,VIDEO_7043009038623329541,0
1123,VIDEO_7042347189179403525,0
1124,VIDEO_7041969079246245126,2
1125,VIDEO_7041603482742230278,0
1126,VIDEO_7040105390410960133,0
1127,VIDEO_7039780337739730181,0
1128,VIDEO_7038638363686997254,0
1129,VIDEO_7037974894553894150,0
1130,VIDEO_7037757089799818502,0
1131,VIDEO_7037532518978964741,0
1132,VIDEO_7036807584111709445,0
1133,VIDEO_7028978217117682949,0
1134,VIDEO_7026756047805205766,0
1135,VIDEO_7025927416061250821,0
1136,VIDEO_7020800251950927109,0
1137,VIDEO_7018826174767942918,0
1138,VIDEO_7018383080205356293,0
1139,VIDEO_7001054542804667653,0
1140,VIDEO_6943540424141491461,0
1141,VIDEO_6935817751898426629,0
1142,VIDEO_6927665892457237765,0
1143,VIDEO_6796364077095472389,0
1144,VIDEO_6796363351816555782,1
1145,VIDEO_6795606002222796037,0
1146,VIDEO_6794470373212589317,0
1147,VIDEO_6793765694619143430,0
1148,VIDEO_6793347939294072069,0
1149,VIDEO_6792133610360065285,0
1150,VIDEO_6792131260543225094,0
1151,VIDEO_7597437745258073400,0
1152,VIDEO_7595900789546044684,0
1153,VIDEO_7593820955810598156,3
1154,VIDEO_7593673061476420920,0
1155,VIDEO_7586689516153343288,0
1156,VIDEO_7584927758497697035,1
1157,VIDEO_7580037763580415244,4
1158,VIDEO_7578641094464867595,0
1159,VIDEO_7577087400501857592,0
1160,VIDEO_7575902535349816588,3
1161,VIDEO_7570044496004533516,3
1162,VIDEO_7569526874024512780,2
1163,VIDEO_7565955844764863755,4
1164,VIDEO_7559134249731853579,0
1165,VIDEO_7553173878785297720,2
1166,VIDEO_7545528304237841720,5
1167,VIDEO_7537787296209259782,3
1168,VIDEO_7527665793501318456,2
1169,VIDEO_7524995526518000901,1
1170,VIDEO_7520150754858896645,0
1171,VIDEO_7517644986310020408,1
1172,VIDEO_7488241037907905797,5
1173,VIDEO_7479794065983147269,0
1174,VIDEO_7470863926922579205,0
1175,VIDEO_7463089844516965637,0
1176,VIDEO_7461940902890605829,3
1177,VIDEO_7426721230721453318,0
1178,VIDEO_7415576931577433349,2
1179,VIDEO_7349173304613162246,0
1180,VIDEO_7348384350297165061,0
1181,VIDEO_7346623546229099781,0
1182,VIDEO_7345477638619778309,0
1183,VIDEO_7341020687345192197,0
1184,VIDEO_7333701921573850374,4
1185,VIDEO_7332928025517903109,0
1186,VIDEO_7329985883539541253,0
1187,VIDEO_7329596850804100358,1
1188,VIDEO_7328066217929985286,0
1189,VIDEO_7325861199604665606,0
1190,VIDEO_7323237610665544966,0
1191,VIDEO_7320606856995523846,2
1192,VIDEO_7319511492888366342,3
1193,VIDEO_7267229404584037638,0
1194,VIDEO_7221953102184779013,0
1195,VIDEO_7217463144069844230,0
1196,VIDEO_7214396955810680069,5
1197,VIDEO_7207818125402852613,0
1198,VIDEO_7201892299112992005,9
1199,VIDEO_7199338065867934982,0
1200,VIDEO_7198947136300403974,0
1201,VIDEO_7197470706416815365,3
1202,VIDEO_7189955800851320070,0
1203,VIDEO_7189175939098561798,0
1204,VIDEO_7187448552354794758,0
1205,VIDEO_7185872343988702470,0
1206,VIDEO_7184475894335950085,4
1207,VIDEO_7182983364293430533,0
1208,VIDEO_7179319229924084997,1
1209,VIDEO_7176635190469512453,0
1210,VIDEO_7175864609029491974,0
1211,VIDEO_7174823379453644037,0
1212,VIDEO_7087984641864502534,4
1213,VIDEO_7087653844863208709,3
1214,VIDEO_7087592356664315141,2
1215,VIDEO_7086527236471311622,3
1216,VIDEO_7086144769222511877,0
1217,VIDEO_7086111451965869317,2
1218,VIDEO_7085748815449312517,0
1219,VIDEO_7085404371671846150,2
1220,VIDEO_7085367737178000646,2
1221,VIDEO_7084552539126926597,0
1222,VIDEO_7083526112558517510,3
1223,VIDEO_7083159832185933061,4
1224,VIDEO_7082386924677205253,0
1225,VIDEO_7082037036730813701,3
1226,VIDEO_7081701013891157253,3
1227,VIDEO_7081323710442917125,2
1228,VIDEO_7081276473687985413,0
1229,VIDEO_7080583186522098949,0
1230,VIDEO_7080535307816291589,6
1231,VIDEO_7079836018203020549,0
1232,VIDEO_7079418950315969798,5
1233,VIDEO_7079071645771500806,5
1234,VIDEO_7078352231413697797,3
1235,VIDEO_7077597321667546373,0
1236,VIDEO_7076502785742720261,0
1237,VIDEO_7076131060420988165,4
1238,VIDEO_7074644027190103302,0
1239,VIDEO_7073906588079246598,0
1240,VIDEO_7073547434244328709,0
1241,VIDEO_7073513732395044102,0
1242,VIDEO_7072780188018380038,0
1243,VIDEO_7072060893818899717,3
1244,VIDEO_7071272326746230021,0
1245,VIDEO_7070907935722917126,6
1246,VIDEO_7070569241413422342,0
1247,VIDEO_7070218376328563973,0
1248,VIDEO_7069844079122599173,0
1249,VIDEO_7068731699701484806,4
1250,VIDEO_7067985901011373317,2
1251,VIDEO_7067623396279930117,3
1252,VIDEO_7066474035613388037,0
1253,VIDEO_7065769954695564550,0
1254,VIDEO_7064650116321250566,0
1255,VIDEO_7064585014561754373,0
1256,VIDEO_7064244808700726533,0
1257,VIDEO_7063505399307144454,5
1258,VIDEO_7062046390570061061,2
1259,VIDEO_7061663961090936070,7
1260,VIDEO_7061273234259610885,1
1261,VIDEO_7060513660975844614,4
1262,VIDEO_7060191695681375493,0
1263,VIDEO_7059832468412583173,0
1264,VIDEO_7059747853035441414,1
1265,VIDEO_7059442492080491781,0
1266,VIDEO_7059081815985818886,0
1267,VIDEO_7058348964306783493,0
1268,VIDEO_7057221943623306501,3
1269,VIDEO_7056858947935915270,0
1270,VIDEO_7056423267564899590,0
1271,VIDEO_7054964457310539013,0
1272,VIDEO_7054255399968476422,0
1273,VIDEO_7053886455805955333,0
1274,VIDEO_7053136217717607686,0
1275,VIDEO_7041160388334980357,2
1276,VIDEO_7038692809985051909,0
1277,VIDEO_6980696986135710981,0
1278,VIDEO_6946128715000663301,0
1279,VIDEO_6945377653587266822,0
1280,VIDEO_6934012329067597061,0
1281,VIDEO_6926459852134845701,0
1282,VIDEO_6921676134212029701,0
1283,VIDEO_6918691694791691525,0
1284,VIDEO_6897900291631402242,0
1285,VIDEO_6895288761354112258,0
1286,VIDEO_6876847536938749185,0
1287,VIDEO_7598953535165959426,0
1288,VIDEO_7598574537407548694,1
1289,VIDEO_7597422827196763414,2
1290,VIDEO_7596412614402460950,2
1291,VIDEO_7594160012247797014,0
1292,VIDEO_7593664206210157827,0
1293,VIDEO_7591891163175554326,1
1294,VIDEO_7587478416618736918,0
1295,VIDEO_7586630099286510870,0
1296,VIDEO_7580000663845850390,0
1297,VIDEO_7578151818585328918,0
1298,VIDEO_7576319921030827286,1
1299,VIDEO_7575110522522144022,0
1300,VIDEO_7570012092829748502,1
1301,VIDEO_7566632651352853782,3
1302,VIDEO_7553223847730777346,1
1303,VIDEO_7523154104273915158,0
1304,VIDEO_7520582757412556054,4
1305,VIDEO_7495368561821535510,3
1306,VIDEO_7493891893026180374,1
1307,VIDEO_7491632736105450774,0
1308,VIDEO_7486822725684792599,0
1309,VIDEO_7483098002547100950,0
1310,VIDEO_7481624954484690198,0
1311,VIDEO_7477935287646063894,6
1312,VIDEO_7473224176086584598,0
1313,VIDEO_7471566242168491286,2
1314,VIDEO_7471289820795374870,2
1315,VIDEO_7470495287212084503,1
1316,VIDEO_7469067273794456854,0
1317,VIDEO_7466514918137728278,1
1318,VIDEO_7466106459403701526,1
1319,VIDEO_7465714414814137623,2
1320,VIDEO_7453069595327384865,1
1321,VIDEO_7447538385993895201,3
1322,VIDEO_7447184186034654496,1
1323,VIDEO_7446341554735828256,1
1324,VIDEO_7399975638112783649,0
1325,VIDEO_7390334004001639713,0
1326,VIDEO_7372132003078032672,0
1327,VIDEO_7351073088601148704,0
1328,VIDEO_7343970143497653537,1
1329,VIDEO_7341738165746634017,2
1330,VIDEO_7340356860299496736,0
1331,VIDEO_7333562774750088480,1
1332,VIDEO_7327710709201014049,1
1333,VIDEO_7323667240933444896,0
1334,VIDEO_7321012358594235681,0
1335,VIDEO_7319919643378912544,1
1336,VIDEO_7318832237842156832,5
1337,VIDEO_7315822267781467424,4
1338,VIDEO_7309133635578236192,0
1339,VIDEO_7307971449870994720,0
1340,VIDEO_7303968237966904609,0
1341,VIDEO_7297205575501270304,0
1342,VIDEO_7291228337123511585,2
1343,VIDEO_7286830586478578976,2
1344,VIDEO_7283105183352016160,0
1345,VIDEO_7274897399045246241,1
1346,VIDEO_7267879991004761376,0
1347,VIDEO_7261958198775532832,0
